St_ID,St_Flag,Name,Elevation,El_Flag,Long,Lat,Jan,Feb,Mar,April,May,June,July,Aug,Sept,Oct,Nov,Dec,Annual
208,NA,TATLA LAKE,945, ,-124.605,51.9067,-129,-122,-77,-35,2,44,64,55,14,-25,-82,-142,-36
209,NA,ALEXIS CREEK,791, ,-123.2717,52.0767,-116,-99,-54,-11,28,69,92,79,37,-11,-65,-119,-14
210,NA,RISKE CREEK,884, ,-122.51,51.96,-115,-86,-70,-19,23,65,87,74,36,-13,-58,-126,-17
211,NA,NAZKO,910, ,-123.5958,52.9575,-9999,-9999,-9999,-44,0,40,60,43,5,-35,-9999,-9999,-9999
212,NA,PLACE LK.,1065, ,-122,51.8167,-9999,-9999,-9999,-47,-12,25,43,30,-4,-39,-75,-9999,-9999
216,NA,NEMIAH,1220, ,-123.8183,51.48,-9999,-9999,-9999,-37,-6,27,45,37,11,-20,-72,-113,-9999
218,NA,LONE BUTTE,1158, ,-121.162,51.507,-88,-86,-62,-28,13,47,71,65,26,-18,-62,-102,-19
219,NA,ZZ NO NAME,862, ,-124.0083,52.9533,-9999,-9999,-9999,-9999,6,36,-9999,-9999,-9999,-9999,-9999,-9999,-9999
222,NA,GASPARD,1675, ,-122.6617,51.4517,-101,-95,-91,-46,5,40,71,68,34,-26,-88,-110,-28
225,NA,KNIFE,945, ,-121.885,52.065,-9999,-81,-9999,-4,37,68,97,89,45,2,-40,-91,-9999
226,NA,MIDDLE LAKE,915, ,-124.875,51.7017,-87,-70,-34,-2,34,75,99,91,57,19,-28,-101,4
230,NA,HORSEFLY,701, ,-121.3967,52.33,-107,-98,-57,-23,19,61,80,67,24,-15,-58,-108,-18
231,NA,ZZ THUYA LAK,1432, ,-120.34,51.4117,-9999,-9999,-9999,-9999,-9999,47,69,-9999,28,-9999,-9999,-9999,-9999
232,NA,COLDSCAUR LA,1158, ,-120.39,51.725,-111,-112,-83,-45,-10,28,45,35,1,-28,-69,-115,-39
233,NA,TALCHAKO (MB,244, ,-126.0283,52.2517,-9999,-9999,-9999,4,47,79,96,93,60,24,-9999,-9999,-9999
235,NA,YOUNG LAKE,1170, ,-120.9976,51.2378,-89,-9999,-9999,-9999,20,54,77,71,33,-10,-57,-101,-9999
236,NA,MEADOW LAKE,1070, ,-121.7167,51.375,-9999,-107,-66,-25,12,47,67,52,12,-29,-74,-114,-9999
239,NA,CLEARWATER,396, ,-120.095,51.6283,-86,-73,-40,-8,38,78,99,85,41,0,-39,-88,1
242,NA,ZZ HEMP (NEC,762, ,-120.03,51.925,-9999,-9999,-9999,-9999,40,74,94,-9999,46,-9999,-9999,-9999,-9999
243,NA,EAST BARRIER,671, ,-119.8817,51.2533,-91,-84,-47,-13,33,70,89,80,42,2,-36,-77,-3
249,NA,ZZ VAVENBY (,792, ,-119.6733,51.585,-9999,-9999,-9999,-9999,46,83,107,-9999,56,-9999,-9999,-9999,-9999
250,NA,HARBOUR LAKE,1372, ,-119.115,51.5233,-9999,-9999,-9999,-27,11,45,71,68,30,-13,-9999,-9999,-9999
251,NA,DECEPTION,1170, ,-120.608,51.967,-99,-89,-9999,-9999,12,47,62,57,22,-14,-64,-106,-9999
253,NA,CAHILTY,1615, ,-119.8383,50.8883,-9999,-9999,-61,-27,17,49,80,79,41,-10,-65,-9999,-9999
257,NA,BLUE RIVER F,683, ,-119.2983,52.12,-94,-83,-48,-13,32,71,95,83,42,2,-42,-100,-5
258,NA,ZZ AVOLA (NE,518, ,-119.3267,51.7817,-74,-9999,-21,7,50,87,105,98,61,12,-9999,-9999,-9999
262,NA,BIG VALLEY,1355, ,-121.7617,53.2617,-9999,-87,-67,-28,15,52,69,69,36,-16,-63,-90,-9999
264,NA,PRAIRIE CREE,1015, ,-120.985,52.3917,-9999,-9999,-9999,-8,31,59,82,79,41,0,-41,-9999,-9999
265,NA,ZZ PLEASANT,914, ,-119.495,52.5467,-9999,-9999,-9999,-9999,-9999,69,87,82,50,-9999,-9999,-9999,-9999
266,NA,WELLS GRAY,975, ,-120.2433,52.3417,-74,-62,-36,-5,33,77,103,98,58,10,-34,-70,8
267,NA,BERRY,1524, ,-119.4133,51.9783,-95,-87,-66,-29,16,50,79,74,35,-18,-68,-97,-17
268,NA,ZZ TUM TUM,975, ,-119.1367,51.8333,-9999,-9999,-9999,-9999,-9999,83,103,95,-9999,-9999,-9999,-9999,-9999
269,NA,ZZ RAFT RIVE,701, ,-119.6567,51.8167,-9999,-9999,-9999,-9999,17,58,-9999,-9999,27,-9999,-9999,-9999,-9999
271,NA,NIAGRA,910, ,-120.3583,52.625,-9999,-9999,-9999,-9999,-9999,-9999,90,85,52,-9999,-9999,-9999,-9999
278,NA,ZZ LAMONT,1615, ,-120.795,49.3233,-9999,-9999,-9999,-9999,5,31,63,62,38,-9999,-9999,-9999,-9999
279,NA,THYNNE,1524, ,-120.8667,49.715,-81,-76,-51,-24,12,43,73,75,42,-2,-55,-87,-11
280,NA,LILLOOET,402, ,-121.8883,50.6717,-53,-29,-17,22,68,103,131,124,81,32,-15,-65,32
281,NA,BOTANIE,1554, ,-121.57,50.4,-71,-70,-58,-28,9,39,71,73,42,-5,-58,-76,-11
282,NA,ZZ DILLARD,1341, ,-120.4217,49.7667,-9999,-9999,-9999,-9999,-4,20,43,43,14,-9999,-9999,-9999,-9999
283,NA,BRENDA MINES,1493, ,-119.9933,49.8683,-90,-77,-54,-20,23,55,90,89,55,0,-59,-94,-7
284,NA,ZZ SPIUS CRE,1036, ,-121.1183,49.9317,-9999,-9999,-9999,-9999,-9999,56,84,83,48,-9999,-9999,-9999,-9999
286,NA,TURTLE,640, ,-119.63,50.8033,-69,-58,-27,11,52,90,119,110,66,14,-30,-70,17
290,NA,ZZ SPRUCE,1462, ,-119.9967,50.4133,-9999,-9999,-9999,-33,9,40,67,61,28,-9999,-9999,-9999,-9999
291,NA,GLIMPSE,1311, ,-120.2883,50.27,-81,-64,-44,-13,23,52,82,84,51,1,-51,-83,-4
292,NA,D'ARCY,346, ,-122.498,50.5217,-41,-29,-12,12,51,87,109,105,70,26,-13,-44,27
294,NA,MERRITT RS,640, ,-120.7457,50.0875,-58,-47,-19,9,50,85,111,107,66,18,-25,-70,19
297,NA,LYTTON FS,295, ,-121.5867,50.2317,-41,-22,7,44,85,122,151,147,104,51,0,-40,51
298,NA,FINTRY,670, ,-119.48,50.2067,-41,-32,-4,31,74,113,146,136,90,41,-7,-44,42
301,NA,PEMBERTON BA,38, ,-122.526,50.3806,-44,-38,-8,19,52,81,99,94,63,26,-9,-44,24
302,NA,ASPEN GROVE,1065, ,-120.62,49.948,-9999,-9999,-57,-26,11,43,63,58,19,-19,-62,-116,-9999
303,NA,ZZ DEWDROP,1200, ,-120.595081,50.799597,-9999,-9999,-9999,-9999,79,110,-9999,-9999,-9999,-9999,-9999,-9999,-9999
304,NA,ZZ RED PLATE,12, ,-120.6,50.8,-9999,-9999,-9999,-9999,17,54,-9999,-9999,-9999,-9999,-9999,-9999,-9999
305,NA,SPARKS LAKE,1036, ,-120.8667,50.9233,-9999,-65,-37,-6,33,67,97,92,49,-1,-48,-86,-9999
306,NA,FRENCH BAR (,1341, ,-122.255,51.03,-9999,-9999,-9999,-40,-3,32,52,47,12,-34,-82,-9999,-9999
307,NA,LEIGHTON LK,1204, ,-120.8367,50.6167,-120,-116,-67,-33,7,41,61,52,13,-25,-77,-133,-33
308,NA,ZZ MANITOU,1432, ,-122.7683,51.0517,-9999,-9999,-9999,-9999,-9999,35,56,52,19,-9999,-9999,-9999,-9999
309,NA,GWYNETH LAKE,1250, ,-122.88,50.7967,-9999,-9999,-52,-29,3,35,53,48,20,-12,-9999,-9999,-9999
310,NA,ZZ DOT,853, ,-121.1533,50.2633,-9999,-9999,-9999,14,53,85,118,115,75,24,-9999,-9999,-9999
311,NA,MCLEAN LK.,1128, ,-121.3583,50.7917,-87,-59,-36,0,39,73,106,101,63,7,-41,-85,7
312,NA,ZZ WENTWORTH,1646, ,-120.4867,50.9683,-9999,-9999,-9999,-9999,-9999,24,47,43,10,-9999,-9999,-9999,-9999
316,NA,NAHATLATCH,1400, ,-122.0207,49.9018,-53,-16,-18,9,43,77,102,98,74,30,-8,-57,23
317,NA,ALLISON PASS,1215, ,-120.7667,49.0633,-89,-89,-62,-33,0,38,61,56,16,-14,-54,-97,-22
319,NA,ZZ SMITH CRE,1402, ,-120.2183,49.3083,-9999,-9999,-9999,-9999,-3,21,45,43,12,-9999,-9999,-9999,-9999
320,NA,ZZ TYNER,1402, ,-120.9267,50.3133,-9999,-9999,-9999,-9999,19,48,77,75,40,-8,-9999,-9999,-9999
322,NA,AFTON,780, ,-120.4817,50.6733,-63,-46,-14,22,65,102,130,125,78,24,-26,-71,27
323,NA,ZZ MID-SLOPE,1250, ,-120.51487,50.584843,-9999,-9999,-9999,-9999,30,63,93,88,49,-2,-9999,-9999,-9999
324,NA,ZZ BOSTON BA,150, ,-121.435,49.855,-9999,-17,7,38,78,114,140,139,96,50,11,-9999,-9999
325,NA,STEMWINDER,579, ,-120.1533,49.38,-59,-45,-14,18,58,93,119,118,79,24,-23,-62,26
326,NA,PASKA LAKE,1440, ,-120.674,50.504,-78,-80,-57,-28,11,43,76,76,38,-7,-61,-90,-13
328,NA,PENTICTON RS,427, ,-119.5533,49.5183,-39,-28,1,35,74,104,133,133,97,43,-3,-45,42
330,NA,ZZ ABERDEEN,1402, ,-118.9833,50.1233,-9999,-9999,-9999,-9999,12,42,64,63,25,-9999,-9999,-9999,-9999
331,NA,ASHNOLA (MB),1335, ,-120.1833,49.14,-9999,-9999,-9999,-28,11,39,75,75,43,-7,-9999,-9999,-9999
333,NA,ZZ CHOPAKA,359, ,-119.726548,49.000571,-9999,-32,-9999,43,87,128,164,155,106,39,-10,-9999,-9999
334,NA,MCCUDDY,1067, ,-119.415,49.1483,-71,-53,-22,6,44,77,110,110,72,18,-31,-75,15
336,NA,ZZ IDA BELL,1250, ,-119.1767,49.7367,-9999,-9999,-9999,-9999,-8,23,45,33,-3,-34,-9999,-9999,-9999
338,NA,ZZ AGUR LAKE,1189, ,-119.825,49.57,-9999,-9999,-9999,-9999,9,38,57,52,14,-9999,-9999,-9999,-9999
341,NA,ZZ KAL LK. I,457, ,-119.2767,50.2367,-40,-35,-9999,36,79,115,139,139,92,40,-5,-44,-9999
343,NA,HOWARD,838, ,-118.6594,52.3721,-9999,-9999,-9999,-9999,40,80,103,96,59,24,-9999,-9999,-9999
344,NA,SEYMOUR ARM,549, ,-118.915,51.2733,-9999,-9999,-9999,21,65,100,132,123,81,29,-16,-9999,-9999
345,NA,ZZ BIG MOUTH,832, ,-118.3612,51.8288,-9999,-9999,-9999,-9999,-9999,62,83,76,41,-8,-9999,-9999,-9999
346,NA,SALMON ARM,527, ,-119.235,50.685,-59,-49,-22,14,58,97,119,109,66,18,-18,-53,23
350,NA,ZZ TFL 33,1250, ,-118.9633,50.92,-9999,-9999,-9999,1,41,73,105,101,64,7,-9999,-9999,-9999
351,NA,ZZ SIMARD (N,1768, ,-118.6467,50.6117,-9999,-9999,-9999,-9999,-9999,-9999,-9999,121,79,-9999,-9999,-9999,-9999
352,NA,CURWEN CREEK,1250, ,-118.4233,50.6033,-9999,-9999,-9999,-19,20,55,82,80,42,-3,-51,-9999,-9999
353,NA,ZZ LAMBERTON,1097, ,-119.3983,51.01,-9999,-9999,-9999,-9999,-9999,83,110,111,75,-9999,-9999,-9999,-9999
355,NA,ZZ GOLDSTREA,632, ,-118.6578,51.7453,-9999,-9999,-9999,-9999,21,63,84,71,41,9,-25,-9999,-9999
357,NA,ZZ KINGFISHE,640, ,-118.7583,50.6983,-9999,-9999,-9999,-9999,-9999,-9999,80,72,31,-9999,-9999,-9999,-9999
360,NA,ZZ TRACY CRE,1067, ,-119.44,51.265,-9999,-9999,-9999,-9999,-9999,85,102,103,63,-9999,-9999,-9999,-9999
362,NA,MABEL LK II,488, ,-118.7733,50.3517,-56,-48,-20,12,55,90,113,108,66,21,-19,-59,22
363,NA,REVELSTOKE F,680, ,-118.2172,51.0603,-51,-46,-15,2,39,77,101,96,58,13,-25,-61,16
364,NA,ZZ SOR-NIE,761, ,-118.1855,51.4708,-9999,-9999,-9999,-9999,-9999,61,83,77,40,0,-42,-9999,-9999
365,NA,ZZ ORIG CRAW,1000, ,-117.943,50.7288,-9999,-9999,-9999,-9999,49,82,106,101,60,16,-25,-58,-9999
366,NA,WHISKEY,1300, ,-116.785,51.0653,-111,-94,-59,-18,24,58,80,76,37,-10,-73,-117,-17
367,NA,MARION,1300, ,-116.3638,51.0422,-143,-135,-86,-49,-7,28,48,39,-1,-41,-97,-149,-49
373,NA,ZZ DRIFTWOOD,938, ,-116.338,50.8458,-100,-93,-47,-8,34,68,88,78,33,-12,-57,-104,-10
374,NA,SUCCOUR CREE,1000, ,-117.5417,51.7162,-110,-97,-54,-22,26,66,89,81,44,0,-43,-94,-10
375,NA,ZZ DONALD CR,1300, ,-117.1638,51.4312,-9999,-9999,-9999,-9999,24,54,78,69,34,-12,-63,-9999,-9999
377,NA,ZZ NAKUSP RS,651, ,-117.7763,50.2525,-43,-41,-15,12,51,85,106,102,61,19,-16,-50,23
378,NA,ZZ RIONDEL,701, ,-116.851,49.747,-9999,-9999,-9999,22,62,96,124,125,84,38,-3,-9999,-9999
379,NA,GOLD HILL,800, ,-117.0645,50.3658,-63,-60,-27,2,35,71,95,88,50,9,-31,-65,9
380,NA,POWDER CREEK,1019, ,-116.8551,49.9065,-9999,-48,-9999,12,54,85,120,116,72,22,-27,-9999,-9999
383,NA,FALLS CK,790, ,-117.8799,50.383,-9999,-9999,-9999,-9999,61,98,129,123,76,32,-15,-9999,-9999
384,NA,HOWSER,1300, ,-117.0017,50.3663,-89,-80,-50,-9,3,53,79,75,38,-2,-48,-87,-10
385,NA,DUNCAN,1376, ,-117.1805,50.7808,-9999,-67,-9999,2,39,74,107,99,61,11,-9999,-9999,-9999
387,NA,TROUT LAKE,991, ,-117.4645,50.6213,-9999,-71,-46,-6,37,72,102,93,56,9,-48,-9999,-9999
388,NA,KETTLE II,1341, ,-118.625,49.96,-9999,-9999,-9999,-23,16,49,79,77,45,-9,-56,-96,-9999
390,NA,BEAVERDELL,807, ,-119.0883,49.457,-96,-94,-57,-29,10,46,62,52,10,-26,-55,-99,-23
391,NA,8 MILE,1338, ,-118.5783,49.4328,-9999,-9999,-9999,-9999,4,43,69,65,30,-17,-60,-9999,-9999
392,NA,GRAND FORKS,630, ,-118.4156,49.0307,-61,-44,-9,18,59,93,123,117,72,18,-17,-66,25
393,NA,NICOLL,866, ,-118.3603,49.5267,-9999,-9999,-9999,-9,30,66,89,84,45,-2,-39,-9999,-9999
394,NA,ROCK CREEK,609, ,-118.9367,49.052,-93,-79,-38,-9,31,67,87,80,34,-15,-47,-99,-7
396,NA,OCTOPUS CREE,1432, ,-118.081,49.699,-9999,-9999,-9999,-9999,28,64,103,96,56,5,-44,-9999,-9999
398,NA,CRESTON,683, ,-116.4958,49.038,-60,-53,-19,13,48,77,104,94,55,9,-22,-64,15
402,NA,PENDOREILLE,813, ,-117.4128,49.053,-48,-36,-9999,15,50,84,111,106,67,20,-14,-58,-9999
404,NA,SMALLWOOD,997, ,-117.4475,49.4967,-54,-45,-18,18,53,82,112,112,75,23,-19,-59,23
405,NA,ZZ EDGEWOOD,456, ,-118.142168,49.769624,-9999,-9999,-9999,-9999,-9999,-9999,-9999,94,-9999,-9999,-9999,-9999,-9999
406,NA,SLOCAN,1230, ,-117.44,49.7847,-72,-9999,-9999,0,43,78,116,112,70,13,-36,-76,-9999
407,NA,NANCY GREEN,1397, ,-117.9942,49.2545,-85,-36,-9999,57,50,60,97,95,54,-2,-54,-92,-9999
410,NA,ZZ BLUE LAKE,1301, ,-116.0217,50.1722,-9999,-9999,-9999,-9999,14,44,69,61,20,-24,-87,-9999,-9999
