St_ID,St_Flag,Name,Elevation,El_Flag,Long,Lat,Jan,Feb,Mar,April,May,June,July,Aug,Sept,Oct,Nov,Dec,Annual
264,NA,PRAIRIE CREE,1015, ,-120.985,52.3917,-9999,-9999,-9999,98,151,186,216,213,162,86,14,-9999,-9999
265,NA,ZZ PLEASANT,914, ,-119.495,52.5467,-9999,-9999,-9999,-9999,-9999,183,210,207,161,-9999,-9999,-9999,-9999
266,NA,WELLS GRAY,975, ,-120.2433,52.3417,-29,5,53,105,159,195,229,223,162,76,1,-32,96
267,NA,BERRY,1524, ,-119.4133,51.9783,-42,-30,7,50,100,144,181,179,131,51,-20,-53,58
268,NA,ZZ TUM TUM,975, ,-119.1367,51.8333,-9999,-9999,-9999,-9999,-9999,210,241,243,-9999,-9999,-9999,-9999,-9999
269,NA,ZZ RAFT RIVE,701, ,-119.6567,51.8167,-9999,-9999,-9999,-9999,180,214,-9999,-9999,192,-9999,-9999,-9999,-9999
271,NA,NIAGRA,910, ,-120.3583,52.625,-9999,-9999,-9999,-9999,-9999,-9999,235,233,172,-9999,-9999,-9999,-9999
278,NA,ZZ LAMONT,1615, ,-120.795,49.3233,-9999,-9999,-9999,-9999,87,129,171,176,140,-9999,-9999,-9999,-9999
280,NA,LILLOOET,402, ,-121.8883,50.6717,14,49,96,148,196,234,275,270,218,131,45,-4,139
282,NA,ZZ DILLARD,1341, ,-120.4217,49.7667,-9999,-9999,-9999,-9999,128,161,202,207,161,-9999,-9999,-9999,-9999
283,NA,BRENDA MINES,1493, ,-119.9933,49.8683,-31,-8,25,67,116,154,199,196,147,68,-6,-43,74
284,NA,ZZ SPIUS CRE,1036, ,-121.1183,49.9317,-9999,-9999,-9999,-9999,-9999,177,219,223,177,-9999,-9999,-9999,-9999
286,NA,TURTLE,640, ,-119.63,50.8033,-10,29,82,140,190,226,269,266,205,114,28,-13,127
290,NA,ZZ SPRUCE,1462, ,-119.9967,50.4133,-9999,-9999,-9999,65,114,150,187,189,142,-9999,-9999,-9999,-9999
291,NA,GLIMPSE,1311, ,-120.2883,50.27,-15,13,45,85,132,166,209,210,163,81,8,-29,89
292,NA,D'ARCY,346, ,-122.498,50.5217,10,49,101,152,199,240,277,273,221,134,45,1,142
294,NA,MERRITT RS,640, ,-120.7457,50.0875,6,32,84,131,176,210,252,253,205,125,41,-12,125
297,NA,LYTTON FS,295, ,-121.5867,50.2317,12,45,103,159,207,244,288,286,236,142,55,6,149
298,NA,FINTRY,670, ,-119.48,50.2067,2,26,85,141,191,233,276,266,206,118,42,-7,132
300,NA,GOLDBRIDGE,731, ,-122.835,50.8533,5,29,70,128,178,224,263,257,204,119,34,-6,125
302,NA,ASPEN GROVE,1065, ,-120.62,49.948,-9999,-9999,54,104,146,180,225,228,182,106,25,-29,-9999
306,NA,FRENCH BAR (,1341, ,-122.255,51.03,-9999,-9999,-9999,76,122,170,208,204,159,82,20,-9999,-9999
307,NA,LEIGHTON LK,1204, ,-120.8367,50.6167,-7,14,57,98,144,180,219,219,166,93,14,-28,97
308,NA,ZZ MANITOU,1432, ,-122.7683,51.0517,-9999,-9999,-9999,-9999,-9999,160,193,191,152,-9999,-9999,-9999,-9999
309,NA,GWYNETH LAKE,1250, ,-122.88,50.7967,-9999,-9999,42,77,129,168,207,206,166,89,-9999,-9999,-9999
310,NA,ZZ DOT,853, ,-121.1533,50.2633,-9999,-9999,-9999,123,172,209,251,249,196,115,-9999,-9999,-9999
311,NA,MCLEAN LK.,1128, ,-121.3583,50.7917,-30,7,56,106,153,192,233,229,173,86,8,-40,98
317,NA,ALLISON PASS,1215, ,-120.7667,49.0633,-7,20,63,99,141,176,225,223,182,105,23,-27,102
319,NA,ZZ SMITH CRE,1402, ,-120.2183,49.3083,-9999,-9999,-9999,-9999,129,162,205,210,166,-9999,-9999,-9999,-9999
320,NA,ZZ TYNER,1402, ,-120.9267,50.3133,-9999,-9999,-9999,-9999,123,158,197,200,154,80,-9999,-9999,-9999
322,NA,AFTON,780, ,-120.4817,50.6733,-12,22,80,136,182,222,263,258,200,113,30,-21,123
323,NA,ZZ MID-SLOPE,1250, ,-120.51487,50.584843,-9999,-9999,-9999,-9999,136,175,215,210,159,79,-9999,-9999,-9999
324,NA,ZZ BOSTON BA,150, ,-121.435,49.855,-9999,49,108,158,204,239,279,282,233,140,64,-9999,-9999
325,NA,STEMWINDER,579, ,-120.1533,49.38,-1,40,101,151,197,232,276,278,224,136,42,-8,139
326,NA,PASKA LAKE,1440, ,-120.674,50.504,-10,0,35,68,109,148,188,188,142,73,2,-33,76
328,NA,PENTICTON RS,427, ,-119.5533,49.5183,8,36,92,148,197,235,279,274,218,132,52,1,139
330,NA,ZZ ABERDEEN,1402, ,-118.9833,50.1233,-9999,-9999,-9999,-9999,123,157,198,203,151,-9999,-9999,-9999,-9999
331,NA,ASHNOLA (MB),1335, ,-120.1833,49.14,-9999,-9999,-9999,65,113,145,198,198,148,74,-9999,-9999,-9999
333,NA,ZZ CHOPAKA,359, ,-119.726548,49.000571,-9999,48,-9999,164,214,251,295,297,242,153,60,-9999,-9999
334,NA,MCCUDDY,1067, ,-119.415,49.1483,-9,20,64,114,162,200,246,247,196,111,30,-19,114
336,NA,ZZ IDA BELL,1250, ,-119.1767,49.7367,-9999,-9999,-9999,-9999,144,181,221,224,173,95,-9999,-9999,-9999
338,NA,ZZ AGUR LAKE,1189, ,-119.825,49.57,-9999,-9999,-9999,-9999,149,184,226,228,183,-9999,-9999,-9999,-9999
341,NA,ZZ KAL LK. I,457, ,-119.2767,50.2367,3,28,-9999,144,195,233,274,271,212,123,43,-4,-9999
343,NA,HOWARD,838, ,-118.6594,52.3721,-9999,-9999,-9999,-9999,164,204,232,222,164,87,-9999,-9999,-9999
344,NA,SEYMOUR ARM,549, ,-118.915,51.2733,-9999,-9999,-9999,141,198,233,274,266,203,109,28,-9999,-9999
345,NA,ZZ BIG MOUTH,832, ,-118.3612,51.8288,-9999,-9999,-9999,-9999,-9999,205,236,229,168,56,-9999,-9999,-9999
346,NA,SALMON ARM,527, ,-119.235,50.685,-9,21,77,139,188,227,264,260,198,111,34,-9,125
350,NA,ZZ TFL 33,1250, ,-118.9633,50.92,-9999,-9999,-9999,79,132,169,208,203,153,66,-9999,-9999,-9999
351,NA,ZZ SIMARD (N,1768, ,-118.6467,50.6117,-9999,-9999,-9999,-9999,-9999,-9999,-9999,238,181,-9999,-9999,-9999,-9999
352,NA,CURWEN CREEK,1250, ,-118.4233,50.6033,-9999,-9999,-9999,88,134,171,211,208,158,72,2,-9999,-9999
353,NA,ZZ LAMBERTON,1097, ,-119.3983,51.01,-9999,-9999,-9999,-9999,-9999,178,213,214,160,-9999,-9999,-9999,-9999
355,NA,ZZ GOLDSTREA,632, ,-118.6578,51.7453,-9999,-9999,-9999,-9999,185,231,258,249,191,97,22,-9999,-9999
357,NA,ZZ KINGFISHE,640, ,-118.7583,50.6983,-9999,-9999,-9999,-9999,-9999,-9999,263,262,205,-9999,-9999,-9999,-9999
361,NA,TSAR CREEK,1200, ,-118.1025,51.9972,-47,-12,35,98,160,197,227,220,164,78,-2,-49,89
362,NA,MABEL LK II,488, ,-118.7733,50.3517,-11,26,77,136,184,221,260,260,199,108,30,-14,123
363,NA,REVELSTOKE F,680, ,-118.2172,51.0603,-20,-7,29,113,183,220,261,251,188,92,16,-20,109
364,NA,ZZ SOR-NIE,761, ,-118.1855,51.4708,-9999,-9999,-9999,-9999,-9999,212,245,237,179,85,3,-9999,-9999
365,NA,ZZ ORIG CRAW,1000, ,-117.943,50.7288,-9999,-9999,-9999,-9999,178,215,252,245,179,89,16,-22,-9999
366,NA,WHISKEY,1300, ,-116.785,51.0653,-44,-6,38,90,142,179,217,215,159,74,-11,-57,83
367,NA,MARION,1300, ,-116.3638,51.0422,-45,-5,44,99,142,181,223,218,162,78,-9,-61,86
374,NA,SUCCOUR CREE,1000, ,-117.5417,51.7162,-42,7,65,116,182,220,249,238,182,97,9,-45,107
375,NA,ZZ DONALD CR,1300, ,-117.1638,51.4312,-9999,-9999,-9999,-9999,156,194,223,215,162,74,-16,-9999,-9999
377,NA,ZZ NAKUSP RS,651, ,-117.7763,50.2525,-1,19,70,131,188,223,264,257,195,106,34,-9,123
378,NA,ZZ RIONDEL,701, ,-116.851,49.747,-9999,-9999,-9999,129,185,217,265,260,198,115,41,-9999,-9999
379,NA,GOLD HILL,800, ,-117.0645,50.3658,-6,22,67,126,180,214,256,247,189,100,19,-16,117
380,NA,POWDER CREEK,1019, ,-116.8551,49.9065,-9999,2,-9999,101,155,194,238,233,175,85,10,-9999,-9999
383,NA,FALLS CK,790, ,-117.8799,50.383,-9999,-9999,-9999,-9999,180,216,259,256,188,100,27,-9999,-9999
384,NA,HOWSER,1300, ,-117.0017,50.3663,-35,1,40,82,112,178,222,216,161,75,-6,-41,84
385,NA,DUNCAN,1376, ,-117.1805,50.7808,-9999,-19,-9999,68,136,178,217,209,155,70,-9999,-9999,-9999
387,NA,TROUT LAKE,991, ,-117.4645,50.6213,-9999,-4,40,93,157,193,232,229,171,80,-2,-9999,-9999
388,NA,KETTLE II,1341, ,-118.625,49.96,-9999,-9999,-9999,87,138,172,218,218,169,80,4,-43,-9999
390,NA,BEAVERDELL,807, ,-119.0883,49.457,-10,33,84,138,187,223,269,272,221,127,29,-21,129
391,NA,8 MILE,1338, ,-118.5783,49.4328,-9999,-9999,-9999,-9999,141,176,222,223,177,86,8,-9999,-9999
392,NA,GRAND FORKS,630, ,-118.4156,49.0307,-10,28,94,148,197,234,286,287,227,129,38,-17,137
393,NA,NICOLL,866, ,-118.3603,49.5267,-9999,-9999,-9999,127,172,210,258,258,212,115,23,-9999,-9999
394,NA,ROCK CREEK,609, ,-118.9367,49.052,-12,31,97,150,199,236,285,286,232,132,32,-26,137
396,NA,OCTOPUS CREE,1432, ,-118.081,49.699,-9999,-9999,-9999,-9999,126,165,212,214,162,76,-2,-9999,-9999
398,NA,CRESTON,683, ,-116.4958,49.038,10,35,85,146,189,222,274,270,213,123,43,0,134
401,NA,GOATFELL,1098, ,-116.1638,49.1253,-7,20,62,111,161,196,250,250,195,107,22,-23,112
402,NA,PENDOREILLE,813, ,-117.4128,49.053,3,39,-9999,139,190,225,282,281,229,130,39,-8,-9999
404,NA,SMALLWOOD,997, ,-117.4475,49.4967,-10,22,66,117,168,203,250,250,195,102,25,-16,114
405,NA,ZZ EDGEWOOD,456, ,-118.142168,49.769624,-9999,-9999,-9999,-9999,-9999,-9999,-9999,201,-9999,-9999,-9999,-9999,-9999
406,NA,SLOCAN,1230, ,-117.44,49.7847,-25,-9999,-9999,98,153,185,234,233,179,87,6,-33,-9999
410,NA,ZZ BLUE LAKE,1301, ,-116.0217,50.1722,-9999,-9999,-9999,-9999,165,203,250,246,184,96,4,-9999,-9999
411,NA,PALLISER,1100, ,-115.658,50.49,-20,27,76,126,175,205,251,246,189,110,18,-33,114
412,NA,ELKO,775, ,-115.2433,49.2833,-10,28,78,132,179,214,271,267,209,117,28,-25,124
416,NA,ZZ KIKOMUN P,794, ,-115.235506,49.240592,-9999,-9999,-9999,140,192,228,284,276,217,-9999,-9999,-9999,-9999
417,NA,TOBY,894, ,-116.0553,50.5128,-37,7,69,128,178,213,259,253,191,104,13,-47,111
418,NA,FLATHEAD 2,1311, ,-114.5372,49.0708,-9999,-9999,-9999,99,148,184,235,231,177,95,15,-32,-9999
419,NA,JOHNSON LAKE,853, ,-115.7367,49.922,-19,23,79,137,188,225,272,269,207,119,26,-33,124
421,NA,DEWAR CREEK,1608, ,-116.383,49.7845,-25,-1,36,80,134,175,222,219,166,78,-2,-41,87
422,NA,ZZ BULL,1326, ,-115.1388,49.9025,-9999,-9999,-9999,-9999,149,182,227,224,169,91,8,-9999,-9999
423,NA,BAKER HUB (W,2262, ,-115.6263,49.4562,-77,-54,-52,-11,13,58,125,127,67,-13,-61,-86,3
425,NA,EMILY CREEK,1190, ,-115.9772,50.1451,-33,5,58,113,157,198,244,237,176,96,7,-46,101
426,NA,CRANBROOK FS,996, ,-115.848,49.6673,-20,19,70,121,168,206,259,256,196,109,21,-35,114
427,NA,NASS CAMP,191, ,-128.9933,55.2883,-12,16,65,122,170,204,222,215,163,92,17,-16,105
428,NA,KISPIOX,335, ,-127.6467,55.435,-39,8,60,124,172,209,230,224,168,96,16,-31,103
429,NA,CEDARVALE,274, ,-128.3133,55.0267,-11,15,68,123,172,211,237,230,173,97,25,-19,110
430,NA,VAN DYKE,305, ,-129.0967,56.0167,-9999,-9999,-9999,-9999,169,202,224,215,157,75,-9999,-9999,-9999
431,NA,UPPER KISPIO,410, ,-128.0417,55.6,-39,9,62,116,168,201,220,213,156,79,3,-46,95
432,NA,BELL-IRVING,450, ,-129.2933,56.3483,-9999,-9999,-9999,-9999,170,204,224,214,159,76,-9999,-9999,-9999
433,NA,CRANBERRY,500, ,-128.705,55.5767,-9999,-9999,-9999,-9999,150,184,207,198,136,68,4,-9999,-9999
437,NA,NOEL,988, ,-120.4861,55.2958,-9999,-9999,-9999,81,132,177,199,192,137,71,-9999,-9999,-9999
438,NA,ELK MOUNTAIN,437, ,-125.5114,59.3337,-9999,-9999,-9999,-9999,163,221,232,214,161,82,-9999,-9999,-9999
444,NA,KETCHIKA,687, ,-127.125,58.727,-9999,-9999,-9999,-9999,162,207,219,208,150,73,-9999,-9999,-9999
445,NA,BOYA LAKE,730, ,-129.11,59.3683,-9999,-9999,-9999,-9999,148,201,215,198,132,47,-9999,-9999,-9999
547,NA,ZZ GABRIOLA,25, ,-123.8333,49.1867,-9999,-9999,-9999,-9999,161,196,224,226,188,129,-9999,-9999,-9999
599,NA,FORT NELSON,382, ,-122.575,58.8376,-169,-86,-7,99,159,214,234,216,149,50,-79,-164,51
654,NA,HOLY CROSS 2,961, ,-124.7764,53.9358,-9999,-9999,-9999,-9999,-9999,177,205,200,152,76,-3,-9999,-9999
668,NA,ZZ PUN (RESE,1400, ,-122.0233,53.1867,-9999,-9999,-9999,-9999,-9999,-9999,161,161,113,-9999,-9999,-9999,-9999
788,NA,ROUND PRAIRI,1647, ,-114.8997,50.0867,-59,-32,12,67,119,159,207,200,147,69,-23,-58,67
